pais;codigo;ano;expectativa_vida;pib_per_capita;populacao;continente
United Kingdom;GBR;1893;44,68;6486;38786840;Europe
Belgium;BEL;1894;46,6;5528;6332723;Europe
Denmark;DNK;1894;49,36;4235;2400076;Europe
Finland;FIN;1894;45,18;2230;2471080;Europe
France;FRA;1894;45,45;4186;39734644;Europe
Italy;ITA;1894;39,95;3081;32242911;Europe
Netherlands;NLD;1894;46,89;5247;4747338;Europe
Norway;NOR;1894;50,61;2935;2087432;Europe
Sweden;SWE;1894;52,05;2791;4916790;Europe
Switzerland;CHE;1894;45,78;5337,312012;3071462;Europe
United Kingdom;GBR;1894;48,28;6851;39156299;Europe
Argentina;ARG;1895;33,3;5384;3967341;South America
Australia;AUS;1895;52,95;5558;3375822;Oceania
Belgium;BEL;1895;45,43;5598;6394512;Europe
Denmark;DNK;1895;50,83;4415;2426705;Europe
Finland;FIN;1895;47,58;2378;2499034;Europe
France;FRA;1895;45,13;4095;39780605;Europe
Germany;DEU;1895;42,38;4281;51522787;Europe
Italy;ITA;1895;39,64;3107;32432529;Europe
Japan;JPN;1895;38,1;2021,825439;41741258;Asia
Mexico;MEX;1895;29,52;1757;12481874;North America
Netherlands;NLD;1895;46,63;5212;4806840;Europe
Norway;NOR;1895;52,79;3052;2110597;Europe
Sweden;SWE;1895;54,13;2927;4950505;Europe
Switzerland;CHE;1895;46,85;5632,358887;3105645;Europe
United Kingdom;GBR;1895;45,41;6996;39529277;Europe
Belgium;BEL;1896;48,04;5660;6456903;Europe
Denmark;DNK;1896;52,89;4521;2453628;Europe
Finland;FIN;1896;46,5;2503;2527304;Europe
France;FRA;1896;47,49;4280;39826616;Europe
Italy;ITA;1896;40,72;3153;32623261;Europe
Mexico;MEX;1896;28,8;1785;12665163;North America
Netherlands;NLD;1896;48,55;5359;4867088;Europe
Norway;NOR;1896;53,82;3102;2134019;Europe
Sweden;SWE;1896;53,44;3003;4984451;Europe
Switzerland;CHE;1896;48,87;5967,245117;3140209;Europe
United Kingdom;GBR;1896;47,07;7211;39905807;Europe
Belgium;BEL;1897;48,8;5716;6519904;Europe
Denmark;DNK;1897;51,77;4564;2480851;Europe
Finland;FIN;1897;48,09;2589;2555893;Europe
France;FRA;1897;47,86;4207;39872676;Europe
Greece;GRC;1897;39,4;2004;4847280;Europe
Italy;ITA;1897;43,31;3158;32815115;Europe
Mexico;MEX;1897;26,24;1878;12851143;North America
Netherlands;NLD;1897;49,37;5421;4928091;Europe
Norway;NOR;1897;53,71;3218;2157701;Europe
Sweden;SWE;1897;54,08;3121;5018629;Europe
Switzerland;CHE;1897;49,1;6241,890625;3175158;Europe
United Kingdom;GBR;1897;46,44;7229;40285922;Europe
Belgium;BEL;1898;48,07;5762;6583519;Europe
Denmark;DNK;1898;53,09;4575;2508376;Europe
Finland;FIN;1898;48;2659;2584806;Europe
France;FRA;1898;45,92;4399;39918787;Europe
Italy;ITA;1898;42,34;3145;33008095;Europe
Mexico;MEX;1898;27,03;1959;13039853;North America
Netherlands;NLD;1898;49,05;5431;4989858;Europe
Norway;NOR;1898;53,96;3266;2181645;Europe
Sweden;SWE;1898;54,64;3228;5053042;Europe
Switzerland;CHE;1898;48,19;6427,508789;3210495;Europe
United Kingdom;GBR;1898;46,14;7500;40669657;Europe
Belgium;BEL;1899;46,45;5828;6649435;Europe
Denmark;DNK;1899;50,63;4705;2536620;Europe
Finland;FIN;1899;44,33;2562;2613454;Europe
France;FRA;1899;45,15;4640;39965598;Europe
Italy;ITA;1899;43,68;3180;33217233;Europe
Mexico;MEX;1899;24,98;1835;13217454;North America
Netherlands;NLD;1899;49,34;5435;5054019;Europe
Norway;NOR;1899;51,6;3244;2203895;Europe
Sweden;SWE;1899;50,9;3308;5087148;Europe
Switzerland;CHE;1899;49,29;6337,318359;3247026;Europe
United Kingdom;GBR;1899;45,24;7729;41052066;Europe
Argentina;ARG;1900;39;4583;4689224;South America
Belgium;BEL;1900;46,52;5947;6717693;Europe
Bolivia;BOL;1900;26;1462;1809836;South America
Brazil;BRA;1900;29;874;18063384;South America
Chile;CHL;1900;29;3386;3135464;South America
Colombia;COL;1900;29;1089;4089052;South America
Denmark;DNK;1900;51,87;4809;2565597;Europe
Finland;FIN;1900;41,74;2659;2641828;Europe
France;FRA;1900;45,01;4584;40013112;Europe
Hungary;HUN;1900;37,34;2681;7106099;Europe
Italy;ITA;1900;41,67;3264;33442744;Europe
Jamaica;JAM;1900;37,8;926;725908;North America
Japan;JPN;1900;38,6;2123,250488;43805856;Asia
Mexico;MEX;1900;25;1822;13383654;North America
Netherlands;NLD;1900;48,38;5306;5120625;Europe
Norway;NOR;1900;53,47;3249;2224417;Europe
Spain;ESP;1900;34,8;2676;18592431;Europe
Sweden;SWE;1900;52,21;3320;5120942;Europe
Switzerland;CHE;1900;47,48;6611,77832;3284773;Europe
United Kingdom;GBR;1900;45,62;7594;41433090;Europe
Uruguay;URY;1900;49;3387;921056;South America
Venezuela;VEN;1900;28;1846;2697074;South America
Austria;AUT;1901;42;4565;6040558;Europe
Belgium;BEL;1901;49,38;5928;6788335;Europe
Canada;CAN;1901;48,63;4937;5523789;North America
Denmark;DNK;1901;52,59;4948;2595319;Europe
Finland;FIN;1901;42,8;2608;2669919;Europe
France;FRA;1901;46,93;4505;40061330;Europe
India;IND;1901;23,49;969;293373897;Asia
Italy;ITA;1901;43,54;3317;33684844;Europe
Mexico;MEX;1901;26,65;1957;13538157;North America
Netherlands;NLD;1901;48,71;5483;5189731;Europe
Norway;NOR;1901;54,59;3271;2243179;Europe
Sri Lanka;LKA;1901;32,6;1900;4145693;Asia
Sweden;SWE;1901;52,87;3406;5154417;Europe
Switzerland;CHE;1901;48,94;6398,89209;3323760;Europe
United Kingdom;GBR;1901;46,93;7516;41812672;Europe
United States;USA;1901;49,3;8770,363281;80336086;North America
Belgium;BEL;1902;49,1;5960;6861404;Europe
Chile;CHL;1902;32;3604;3217523;South America
Denmark;DNK;1902;54,66;5007;2625800;Europe
Finland;FIN;1902;46,17;2536;2697717;Europe
France;FRA;1902;47,96;4423;40110254;Europe
Greece;GRC;1902;40,4;2423;5071122;Europe
Italy;ITA;1902;42,99;3371;33943753;Europe
Mexico;MEX;1902;28,37;1796;13680660;North America
Netherlands;NLD;1902;50,6;5630;5261391;Europe
Norway;NOR;1902;56,48;3268;2260150;Europe
Sweden;SWE;1902;54,73;3362;5187569;Europe
Switzerland;CHE;1902;50,42;6616,154297;3364011;Europe
United Kingdom;GBR;1902;48,36;7635;42190750;Europe
United States;USA;1902;50,5;8684,227539;81949920;North America
Austria;AUT;1903;40,1;4688;6165209;Europe
Belgium;BEL;1903;49,17;6013;6936940;Europe
Denmark;DNK;1903;54,75;5244;2657054;Europe
Finland;FIN;1903;46,59;2687;2725213;Europe
France;FRA;1903;48,37;4513;40159884;Europe
Italy;ITA;1903;43,11;3402;34219691;Europe
Mexico;MEX;1903;28,68;1978;13810856;North America
Netherlands;NLD;1903;51,45;5544;5335661;Europe
Norway;NOR;1903;54,97;3290;2275294;Europe
Sweden;SWE;1903;55,05;3539;5220392;Europe
Switzerland;CHE;1903;50,05;6472,240234;3405550;Europe
United Kingdom;GBR;1903;49,54;7482;42567265;Europe
United States;USA;1903;50,6;8941,347656;83606240;North America
Belgium;BEL;1904;49,25;6091;7013309;Europe
Denmark;DNK;1904;55,68;5302;2688680;Europe
Finland;FIN;1904;47,16;2759;2752988;Europe
France;FRA;1904;48,03;4538;40209573;Europe
Italy;ITA;1904;44,39;3461;34497872;Europe
Mexico;MEX;1904;29,09;1992;13942289;North America
Netherlands;NLD;1904;50,85;5541;5410979;Europe
Norway;NOR;1904;56,08;3288;2290541;Europe
Sweden;SWE;1904;55,36;3599;5253422;Europe
Switzerland;CHE;1904;49,16;6879,574707;3447602;Europe
United Kingdom;GBR;1904;48,14;7455;42947139;Europe
United States;USA;1904;49,6;8663,658203;85296008;North America
Argentina;ARG;1905;39,7;5545;5641825;South America
Australia;AUS;1905;57;6825;3996345;Oceania
Belgium;BEL;1905;49,92;6188;7090518;Europe
Bulgaria;BGR;1905;43,3;1722;4253195;Europe
Cuba;CUB;1905;34,16;1887;1959878;North America
Denmark;DNK;1905;54,31;5333;2720683;Europe
Finland;FIN;1905;45,99;2777;2781048;Europe
France;FRA;1905;48,3;4613;40259319;Europe
Germany;DEU;1905;45,45;4948;59377964;Europe
India;IND;1905;23,98;1025;300803415;Asia
Italy;ITA;1905;43,9;3532;34778313;Europe
Japan;JPN;1905;39,22;2111,250977;46324792;Asia
Mexico;MEX;1905;26,8;2177;14074971;North America
Netherlands;NLD;1905;52,05;5735;5487360;Europe
Norway;NOR;1905;55,1;3322;2305889;Europe
Sweden;SWE;1905;54,5;3547;5286661;Europe
Switzerland;CHE;1905;49,66;7184,57959;3490173;Europe
United Kingdom;GBR;1905;49,92;7603;43330403;Europe
United States;USA;1905;50,3;9121,332031;87019897;North America
Belgium;BEL;1906;49,64;6244;7168577;Europe
Denmark;DNK;1906;56,49;5423;2753066;Europe
Finland;FIN;1906;47,02;2860;2809393;Europe
France;FRA;1906;47,68;4691;40309123;Europe
Italy;ITA;1906;45,05;3652;35061033;Europe
Mexico;MEX;1906;27,88;2130;14208916;North America
Netherlands;NLD;1906;52,71;5770;5564819;Europe
Norway;NOR;1906;56,9;3496;2321340;Europe
Sweden;SWE;1906;56,65;3830;5320111;Europe
Switzerland;CHE;1906;50,71;7584,057129;3533270;Europe
United Kingdom;GBR;1906;49,6;7782;43717085;Europe
United States;USA;1906;50,1;9980,113281;88778597;North America
Belgium;BEL;1907;51,03;6268;7247495;Europe
Chile;CHL;1907;30,5;3810;3426016;South America
Denmark;DNK;1907;56,06;5557;2785834;Europe
Finland;FIN;1907;46,93;2923;2838027;Europe
France;FRA;1907;48,24;4894;40358986;Europe
Greece;GRC;1907;41,2;2565;5254782;Europe
Italy;ITA;1907;45,41;3716;35346051;Europe
Mexico;MEX;1907;27,97;2232;14344134;North America
Netherlands;NLD;1907;53,47;5592;5643372;Europe
Norway;NOR;1907;56,49;3537;2336895;Europe
Sweden;SWE;1907;56,95;4085;5353772;Europe
Switzerland;CHE;1907;51,15;7464,979492;3576899;Europe
United Kingdom;GBR;1907;50,56;7855;44107218;Europe
United States;USA;1907;50,2;9950,543945;90572810;North America
Belgium;BEL;1908;49,63;6269;7327282;Europe
Denmark;DNK;1908;54,91;5662;2818993;Europe
Finland;FIN;1908;46,06;2915;2866952;Europe
France;FRA;1908;49,27;4854;40408906;Europe
Italy;ITA;1908;43,14;3795;35633384;Europe
Mexico;MEX;1908;28,72;2203;14480638;North America
Netherlands;NLD;1908;52,71;5628;5723033;Europe
Norway;NOR;1908;56,29;3612;2352554;Europe
Spain;ESP;1908;41,33;2917;19594113;Europe
Sweden;SWE;1908;56,38;3959;5387646;Europe
Switzerland;CHE;1908;52,26;7507,709473;3621067;Europe
United Kingdom;GBR;1908;51,02;7461;44500831;Europe
United States;USA;1908;51,9;8975,976563;92403252;North America
Belgium;BEL;1909;50,63;6330;7392503;Europe
Denmark;DNK;1909;57,37;5807;2852524;Europe
Finland;FIN;1909;48,63;3003;2894150;Europe
France;FRA;1909;49,96;5048;40401655;Europe
Italy;ITA;1909;44,64;3826;35879156;Europe
Mexico;MEX;1909;29,21;2244;14587552;North America
Netherlands;NLD;1909;54,92;5852;5804303;Europe
Norway;NOR;1909;57,47;3642;2369920;Europe
Spain;ESP;1909;40,96;2978;19726239;Europe
Sweden;SWE;1909;58,38;3980;5423117;Europe
Switzerland;CHE;1909;51,61;7858,358887;3659307;Europe
United Kingdom;GBR;1909;51,67;7557;44856102;Europe
United States;USA;1909;52,8;9798,118164;94167861;North America
Argentina;ARG;1910;44,2;6092;6755700;South America
Belgium;BEL;1910;51,31;6478;7442986;Europe
Bolivia;BOL;1910;28;1714;2012721;South America
Brazil;BRA;1910;31;990;22368378;South America
Chile;CHL;1910;30;4485;3557716;South America
Colombia;COL;1910;31;1242;5024586;South America
Cuba;CUB;1910;36;2069;2272860;North America
Denmark;DNK;1910;58,03;5906;2886432;Europe
Finland;FIN;1910;48,49;3038;2919589;Europe
France;FRA;1910;51,33;4726;40337510;Europe
Hungary;HUN;1910;39,76;3188;7604704;Europe
Italy;ITA;1910;46,71;3829;36082944;Europe
Japan;JPN;1910;39,97;2316,97583;49058391;Asia
Mexico;MEX;1910;28;2240;14664634;North America
Netherlands;NLD;1910;55,1;6030;5887210;Europe
Norway;NOR;1910;57,99;3826;2389021;Europe
Spain;ESP;1910;40,78;2823;19859107;Europe
Sweden;SWE;1910;57,76;4053;5460205;Europe
Switzerland;CHE;1910;52,93;8048,351563;3691524;Europe
United Kingdom;GBR;1910;53,26;7718;45172503;Europe
United States;USA;1910;51,8;9636,782227;95863718;North America
Uruguay;URY;1910;52;4500;1103576;South America
Venezuela;VEN;1910;29;1674;3011475;South America
Austria;AUT;1911;45,1;5364;6588805;Europe
Belgium;BEL;1911;49,22;6612;7478558;Europe
Canada;CAN;1911;52,51;6715;7158958;North America
Denmark;DNK;1911;56,95;6148;2920720;Europe
Finland;FIN;1911;48,68;3091;2943236;Europe
France;FRA;1911;48,13;5180;40216750;Europe
Germany;DEU;1911;49;5432;63507611;Europe
India;IND;1911;23,15;1101;310872238;Asia
Italy;ITA;1911;44,73;3870;36244325;Europe
Netherlands;NLD;1911;53,12;6158;5971785;Europe
Norway;NOR;1911;58,02;3947;2409884;Europe
Spain;ESP;1911;39,7;3027;19992721;Europe
Sri Lanka;LKA;1911;29,9;1849;4946725;Asia
Sweden;SWE;1911;58;4154;5498931;Europe
Switzerland;CHE;1911;51,73;8043,941406;3717621;Europe
United Kingdom;GBR;1911;51,22;7874;45449499;Europe
United States;USA;1911;53,4;9735,889648;97487822;North America
Belgium;BEL;1912;52,22;6704;7499046;Europe
Chile;CHL;1912;31,9;4806;3648676;South America
Denmark;DNK;1912;58,01;6076;2955394;Europe
Finland;FIN;1912;49,08;3223;2965061;Europe
France;FRA;1912;51,57;5601;40039650;Europe
Italy;ITA;1912;48,93;3875;36362869;Europe
Netherlands;NLD;1912;57,16;6245;6058059;Europe
Norway;NOR;1912;57,73;4050;2432539;Europe
Spain;ESP;1912;43,43;2915;20127085;Europe
Sweden;SWE;1912;57,76;4312;5539316;Europe
Switzerland;CHE;1912;54,41;8311,780273;3737498;Europe
United Kingdom;GBR;1912;54,31;7954;45686552;Europe
United States;USA;1912;54,1;9976,567383;99037086;North America
Belgium;BEL;1913;52,42;6727;7504272;Europe
Denmark;DNK;1913;58,87;6236;2990457;Europe
Finland;FIN;1913;49,01;3365;2985031;Europe
France;FRA;1913;51,31;5555;39806486;Europe
Italy;ITA;1913;48,41;4057;36438143;Europe
Jamaica;JAM;1913;37,5;974;830454;North America
Netherlands;NLD;1913;57,32;6454;6146063;Europe
North Korea;PRK;1913;24,98;1216,459839;5720215;Asia
Norway;NOR;1913;58,31;4415;2457013;Europe
South Korea;KOR;1913;24,98;1171,043945;9861608;Asia
Spain;ESP;1913;42,49;3067;20262202;Europe
Sweden;SWE;1913;58,65;4581;5581381;Europe
Switzerland;CHE;1913;54,19;8172,060059;3751057;Europe
United Kingdom;GBR;1913;53,36;8212;45883117;Europe
United States;USA;1913;53,5;10107,96973;100508338;North America
Denmark;DNK;1914;58,45;6551;3025936;Europe
Finland;FIN;1914;49,69;3190;3005135;Europe
France;FRA;1914;38,2;5158;39574676;Europe
Italy;ITA;1914;49,85;3835;36513572;Europe
Netherlands;NLD;1914;57,16;6166;6235345;Europe
Norway;NOR;1914;57,8;4336;2481734;Europe
Spain;ESP;1914;42,75;2962;20398227;Europe
Sweden;SWE;1914;58,24;4678;5623766;Europe
Switzerland;CHE;1914;55,09;7595,285645;3764665;Europe
United Kingdom;GBR;1914;53,21;8131;46080527;Europe
United States;USA;1914;54,6;9096,37207;102001413;North America
Argentina;ARG;1915;46,2;5171;7739100;South America
Cuba;CUB;1915;36,29;2146;2644954;North America
Denmark;DNK;1915;58,38;6022;3061836;Europe
Finland;FIN;1915;49,5;3000;3025375;Europe
France;FRA;1915;36,25;5177;39344212;Europe
Germany;DEU;1915;40,52;4621;62986521;Europe
India;IND;1915;24,02;1101;313184465;Asia
Italy;ITA;1915;42,49;3642;36589157;Europe
Japan;JPN;1915;40,9;2512,064697;52031339;Asia
Netherlands;NLD;1915;57,2;6258;6325924;Europe
Norway;NOR;1915;58,16;4407;2506703;Europe
Spain;ESP;1915;42,97;2973;20535166;Europe
Sweden;SWE;1915;57,17;4841;5666472;Europe
Switzerland;CHE;1915;55,9;7459,258789;3778322;Europe
United Kingdom;GBR;1915;51,2;8639;46278785;Europe
United States;USA;1915;55,1;9164,176758;103516631;North America
Denmark;DNK;1916;56,93;6202;3098162;Europe
Finland;FIN;1916;48;3017;3045751;Europe
France;FRA;1916;40,22;5520;39115087;Europe
Italy;ITA;1916;39,56;3942;36664897;Europe
Netherlands;NLD;1916;56,16;6306;6417818;Europe
Norway;NOR;1916;57,23;4803;2531923;Europe
Spain;ESP;1916;43,9;3076;20673023;Europe
Sweden;SWE;1916;58,19;5109;5709503;Europe
Switzerland;CHE;1916;56,54;8079,419434;3792029;Europe
United Kingdom;GBR;1916;54,24;8702;46477896;Europe
United States;USA;1916;54,2;10222,32031;105054323;North America
Chile;CHL;1917;32,2;4621;3886897;South America
Denmark;DNK;1917;57,26;5765;3134919;Europe
Finland;FIN;1917;46,47;2520;3066264;Europe
France;FRA;1917;43,08;4748;38887294;Europe
Italy;ITA;1917;38,14;3955;36740792;Europe
Netherlands;NLD;1917;55,64;5781;6511048;Europe
Norway;NOR;1917;57,72;4286;2557397;Europe
Spain;ESP;1917;42,54;3014;20811806;Europe
Sweden;SWE;1917;58,85;4799;5752861;Europe
Switzerland;CHE;1917;55,76;7840,903809;3805785;Europe
United Kingdom;GBR;1917;54,16;8665;46677862;Europe
United States;USA;1917;54;9769,078125;106614820;North America
Colombia;COL;1918;31,99;1535;6089178;South America
Denmark;DNK;1918;56,28;5514;3172037;Europe
Finland;FIN;1918;32,79;2184;3086979;Europe
France;FRA;1918;34,84;3819;38672226;Europe
Italy;ITA;1918;25,81;3856;36822942;Europe
Netherlands;NLD;1918;47,61;5343;6606332;Europe
North Korea;PRK;1918;26,98;1382,310791;6251396;Asia
Norway;NOR;1918;50,32;4023;2583126;Europe
South Korea;KOR;1918;26,98;1427,030273;10613659;Asia
Spain;ESP;1918;30,25;2979;20951509;Europe
Sweden;SWE;1918;49,81;4434;5796427;Europe
Switzerland;CHE;1918;46,33;7115,607422;3820013;Europe
United Kingdom;GBR;1918;47,28;8630;46872154;Europe
United States;USA;1918;47,2;10471,30566;108135496;North America
Belgium;BEL;1919;49,79;5402;7545092;Europe
Denmark;DNK;1919;57;6153;3207678;Europe
Finland;FIN;1919;43,05;2643;3109648;Europe
France;FRA;1919;47,6;4481;38550359;Europe
Italy;ITA;1919;42,33;3701;36953258;Europe
Netherlands;NLD;1919;54,95;6570;6702404;Europe
Norway;NOR;1919;56,79;4605;2607155;Europe
Spain;ESP;1919;41,06;3024;21105957;Europe
Sweden;SWE;1919;56,55;4503;5836421;Europe
Switzerland;CHE;1919;54,92;6747,268066;3834802;Europe
United Kingdom;GBR;1919;54,31;7605;47008451;Europe
United States;USA;1919;55,3;10449,78027;109687474;North America
Argentina;ARG;1920;48,65;5536;8828805;South America
Belgium;BEL;1920;53,59;6315;7568708;Europe
Bolivia;BOL;1920;31;1932;2348113;South America
Brazil;BRA;1920;32;1242;27603092;South America
Chile;CHL;1920;31;4248;4028859;South America
Colombia;COL;1920;32;1707;6388898;South America
Costa Rica;CRI;1920;37;2589;457669;North America
Cuba;CUB;1920;39;2378;3065811;North America
Denmark;DNK;1920;57,55;6363;3241807;Europe
El Salvador;SLV;1920;28;1487;1317496;North America
Finland;FIN;1920;47,53;2942;3134303;Europe
France;FRA;1920;51,53;5144;38521777;Europe
Greece;GRC;1920;44,65;2284;5771301;Europe
Guatemala;GTM;1920;25;2028;1671829;North America
Honduras;HND;1920;29;1957;779433;North America
Hungary;HUN;1920;42,06;2724;7942157;Europe
Italy;ITA;1920;45,47;3789;37132267;Europe
Japan;JPN;1920;42,04;2973,962402;55292553;Asia
Mexico;MEX;1920;34;2552;14761605;North America
Netherlands;NLD;1920;57,79;6727;6799265;Europe
Nicaragua;NIC;1920;24;2007;749222;North America
Norway;NOR;1920;58,86;4739;2629454;Europe
Spain;ESP;1920;39,22;3244;21275387;Europe
Sweden;SWE;1920;58,78;4788;5872799;Europe
Switzerland;CHE;1920;54,33;7363,959473;3850159;Europe
United Kingdom;GBR;1920;57,26;7017;47086632;Europe
United States;USA;1920;55,4;10152,92676;111271341;North America
Uruguay;URY;1920;52;3580;1395180;South America
Venezuela;VEN;1920;31;1903;3251735;South America
Australia;AUS;1921;61;7828;5377766;Oceania
Belgium;BEL;1921;54,67;6465;7601534;Europe
Canada;CAN;1921;57,03;5351;8726061;North America
Denmark;DNK;1921;61,73;6099;3274391;Europe
Finland;FIN;1921;52,37;3003;3160974;Europe
France;FRA;1921;52,62;4901;38586564;Europe
Guatemala;GTM;1921;25,82;2203;1689167;North America
India;IND;1921;24,86;1082;318883445;Asia
Italy;ITA;1921;49,19;3660;37360499;Europe
Netherlands;NLD;1921;59,73;7063;6896919;Europe
Norway;NOR;1921;61,57;4222;2649993;Europe
Spain;ESP;1921;41,95;3322;21460038;Europe
Sri Lanka;LKA;1921;32;1688;5572069;Asia
Sweden;SWE;1921;61,01;4543;5905517;Europe
Switzerland;CHE;1921;57,8;5999,141602;3866086;Europe
United Kingdom;GBR;1921;58,08;6792;47106576;Europe
United States;USA;1921;58,2;9674,880859;112887696;North America
Australia;AUS;1922;62,85;8072;5481563;Oceania
Belgium;BEL;1922;55,1;7034;7643636;Europe
Canada;CAN;1922;56,99;6046;8885262;North America
Chile;CHL;1922;31,6;3814;4135038;South America
Denmark;DNK;1922;60,59;6641;3305392;Europe
Finland;FIN;1922;51,89;3280;3189692;Europe
France;FRA;1922;54,85;5754;38744811;Europe
Greece;GRC;1922;45,2;3129;5883871;Europe
Italy;ITA;1922;49,95;3928;37638491;Europe
Japan;JPN;1922;42,62;3243,830078;56794767;Asia
Mexico;MEX;1922;32,6;2562;15054271;North America
Netherlands;NLD;1922;59,77;7331;6995368;Europe
Norway;NOR;1922;60,78;4570;2668743;Europe
Spain;ESP;1922;44,13;3427;21660152;Europe
Sweden;SWE;1922;61,03;4868;5934531;Europe
Switzerland;CHE;1922;58,47;7181,953613;3882589;Europe
United Kingdom;GBR;1922;57,03;7391;47068160;Europe
United States;USA;1922;58,1;10009,71484;114537147;North America
Australia;AUS;1923;61,68;8276;5585832;Oceania
Belgium;BEL;1923;56,69;7226;7695085;Europe
Canada;CAN;1923;56,93;6338;9042762;North America
Denmark;DNK;1923;61,17;7267;3334775;Europe
Finland;FIN;1923;52,49;3486;3220491;Europe
France;FRA;1923;54,59;5984;38996611;Europe
Italy;ITA;1923;51,41;4248;37966783;Europe
Mexico;MEX;1923;33,5;2608;15269709;North America
Netherlands;NLD;1923;61,99;7388;7094616;Europe
North Korea;PRK;1923;29,53;1453,130249;6788691;Asia
Norway;NOR;1923;61,8;4870;2685672;Europe
South Korea;KOR;1923;29,53;1505,502319;11501294;Asia
Spain;ESP;1923;44,69;3433;21875976;Europe
Sweden;SWE;1923;62,96;5023;5959795;Europe
Switzerland;CHE;1923;60;7670,237793;3899672;Europe
United Kingdom;GBR;1923;59,31;7587;46971263;Europe
United States;USA;1923;57,5;11071,24316;116220314;North America
Australia;AUS;1924;62,47;8635;5692084;Oceania
Belgium;BEL;1924;57,44;7393;7746881;Europe
Canada;CAN;1924;58,76;6339;9203054;North America
Denmark;DNK;1924;61,12;7218;3364419;Europe
Finland;FIN;1924;50,18;3545;3251587;Europe
France;FRA;1924;55,21;6661;39250046;Europe
Italy;ITA;1924;51,47;4324;38297938;Europe
Mexico;MEX;1924;32,8;2523;15488231;North America
Netherlands;NLD;1924;62,91;7803;7195271;Europe
Norway;NOR;1924;62,11;4787;2702708;Europe
Spain;ESP;1924;46,23;3518;22093950;Europe
Sweden;SWE;1924;61,97;5365;5985167;Europe
Switzerland;CHE;1924;59,47;8195,520508;3916830;Europe
United Kingdom;GBR;1924;58,08;7844;46874566;Europe
United States;USA;1924;58,5;11126,71289;117928215;North America
Argentina;ARG;1925;50,6;6247;10209150;South America
Australia;AUS;1925;63,16;8851;5800358;Oceania
Belgium;BEL;1925;57,09;7438;7799025;Europe
Bolivia;BOL;1925;33;2144;2492634;South America
Canada;CAN;1925;59,23;6918;9366188;North America
Cuba;CUB;1925;38,76;2560;3479609;North America
Denmark;DNK;1925;61,91;6978;3394327;Europe
Finland;FIN;1925;53,39;3711;3282983;Europe
France;FRA;1925;54,33;6641;39505129;Europe
Germany;DEU;1925;57,42;5630;64115604;Europe
India;IND;1925;27,61;1113;330819124;Asia
Italy;ITA;1925;51,27;4580;38631982;Europe
Jamaica;JAM;1925;38,9;1078;939415;North America
Mexico;MEX;1925;32,1;2640;15709880;North America
Netherlands;NLD;1925;63,12;8019;7297354;Europe
Norway;NOR;1925;62,51;4733;2719852;Europe
Spain;ESP;1925;46,88;3725;22314097;Europe
Sweden;SWE;1925;62,55;5488;6010647;Europe
Switzerland;CHE;1925;59,92;8385,287109;3934064;Europe
United Kingdom;GBR;1925;58,43;8199;46778068;Europe
