pais;codigo;anpo;expectativa_vida;pib_per_capita;populacao;continente
Czechia;CZE;1780;;;3956368;
Democratic Republic of Congo;COD;1780;;;7032334;
Denmark;DNK;1780;;;959999;
Djibouti;DJI;1780;;;26232;
Dominica;DMA;1780;;;7306;
Dominican Republic;DOM;1780;;;141460;
Ecuador;ECU;1780;;;499777;
Egypt;EGY;1780;;;3700000;
El Salvador;SLV;1780;;;155360;
Equatorial Guinea;GNQ;1780;;;130608;
Eritrea;ERI;1780;;;173549;
Estonia;EST;1780;;;238075;
Eswatini;SWZ;1780;;;43377;
Ethiopia;ETH;1780;;;2765714;
Faeroe Islands;FRO;1780;;;1015;
Falkland Islands;FLK;1780;;;1268;
Fiji;FJI;1780;;;94718;
Finland;FIN;1780;;;817722;
France;FRA;1780;;1710;26724322;
French Guiana;GUF;1780;;;4249;
Gabon;GAB;1780;;;210703;
Gambia;GMB;1780;;;1926;
Georgia;GEO;1780;;;886190;
Germany;DEU;1780;;;20881578;
Ghana;GHA;1780;;;2416274;
Greece;GRC;1780;;;2041335;
Greenland;GRL;1780;;;3105;
Grenada;GRD;1780;;;40459;
Guadeloupe;GLP;1780;;;107395;
Guatemala;GTM;1780;;;628047;
Guinea;GIN;1780;;;1270463;
Guinea-Bissau;GNB;1780;;;121344;
Guyana;GUY;1780;;;144737;
Haiti;HTI;1780;;;296140;
Honduras;HND;1780;;;116858;
Hong Kong;HKG;1780;;;16986;
Hungary;HUN;1780;;;2795254;
Iceland;ISL;1780;;;58240;
India;IND;1780;;;194322992;
Indonesia;IDN;1780;;;11499988;
Iran;IRN;1780;;;6033358;
Iraq;IRQ;1780;;;1001354;
Ireland;IRL;1780;;;4000001;
Israel;ISR;1780;;;525109;
Italy;ITA;1780;;2657,393311;17623606;
Jamaica;JAM;1780;;;245788;
Japan;JPN;1780;;;28400030;
Jordan;JOR;1780;;;71641;
Kazakhstan;KAZ;1780;;;1589116;
Kenya;KEN;1780;;;2243909;
Kuwait;KWT;1780;;;128338;
Kyrgyzstan;KGZ;1780;;;694017;
Laos;LAO;1780;;;679999;
Latvia;LVA;1780;;;327049;
Lebanon;LBN;1780;;;359367;
Lesotho;LSO;1780;;;106543;
Liberia;LBR;1780;;;363056;
Libya;LBY;1780;;;487334;
Liechtenstein;LIE;1780;;;8945;
Lithuania;LTU;1780;;;381285;
Luxembourg;LUX;1780;;;100424;
Madagascar;MDG;1780;;;1142760;
Malawi;MWI;1780;;;494496;
Malaysia;MYS;1780;;;758800;
Mali;MLI;1780;;;1607530;
Malta;MLT;1780;;;92000;
Martinique;MTQ;1780;;;77087;
Mauritania;MRT;1780;;;367058;
Mauritius;MUS;1780;;;10289;
Mayotte;MYT;1780;;;41;
Mexico;MEX;1780;;1460;6685432;
Moldova;MDA;1780;;;600407;
Mongolia;MNG;1780;;;610792;
Montserrat;MSR;1780;;;7587;
Morocco;MAR;1780;;;2376010;
Mozambique;MOZ;1780;;;1897333;
Myanmar;MMR;1780;;;5799998;
Namibia;NAM;1780;;;216654;
Nepal;NPL;1780;;;3587334;
Netherlands;NLD;1780;;4552,584473;2261332;
Netherlands Antilles;ANT;1780;;;14569;
New Caledonia;NCL;1780;;;32352;
New Zealand;NZL;1780;;;175107;
Nicaragua;NIC;1780;;;141143;
Niger;NER;1780;;;1194207;
Nigeria;NGA;1780;;;19341708;
North Korea;PRK;1780;;;3539032;
North Macedonia;MKD;1780;;;281688;
Norway;NOR;1780;;;796096;
Oman;OMN;1780;;;302000;
Pakistan;PAK;1780;;;15826502;
Panama;PAN;1780;;;74179;
Papua New Guinea;PNG;1780;;;1360030;
Paraguay;PRY;1780;;;280000;
Peru;PER;1780;;1170;1375523;
Philippines;PHL;1780;;;1866914;
Poland;POL;1780;;1004;8657402;
Portugal;PRT;1780;;1886,598755;2828582;
Puerto Rico;PRI;1780;;;86026;
Qatar;QAT;1780;;;11837;
Reunion;REU;1780;;;38800;
Romania;ROU;1780;;;4848198;
Russia;RUS;1780;;;22086730;
Rwanda;RWA;1780;;;798458;
Saint Kitts and Nevis;KNA;1780;;;16117;
Saint Lucia;LCA;1780;;;2873;
Saint Pierre and Miquelon;SPM;1780;;;3061;
Saint Vincent and the Grenadines;VCT;1780;;;34723;
Samoa;WSM;1780;;;12671;
Sao Tome and Principe;STP;1780;;;12936;
Saudi Arabia;SAU;1780;;;2060668;
Senegal;SEN;1780;;;642990;
Serbia;SRB;1780;;;1599750;
Sierra Leone;SLE;1780;;;18148;
Singapore;SGP;1780;;;10581;
Slovakia;SVK;1780;;;1572125;
Slovenia;SVN;1780;;;341553;
Solomon Islands;SLB;1780;;;19429;
Somalia;SOM;1780;;;958566;
South Africa;ZAF;1780;;1655;730022;
South Korea;KOR;1780;;;7129250;
Spain;ESP;1780;;;10936291;
Sri Lanka;LKA;1780;;;1312990;
Sudan;SDN;1780;;;4919480;
Suriname;SUR;1780;;;34825;
Sweden;SWE;1780;42,64;1594;2103908;
Switzerland;CHE;1780;;;1565303;
Syria;SYR;1780;;;1307999;
Taiwan;TWN;1780;;;1614152;
Tajikistan;TJK;1780;;;610856;
Tanzania;TZA;1780;;;2780043;
Thailand;THA;1780;;;2893780;
Timor;TLS;1780;;;185603;
Togo;TGO;1780;;;550061;
Tonga;TON;1780;;;19765;
Trinidad and Tobago;TTO;1780;;;11851;
Tunisia;TUN;1780;;;904203;
Turkey;TUR;1780;;;9510593;
Turkmenistan;TKM;1780;;;483020;
Turks and Caicos Islands;TCA;1780;;;149;
Uganda;UGA;1780;;;2186377;
Ukraine;UKR;1780;;;7467909;
United Arab Emirates;ARE;1780;;;39844;
United Kingdom;GBR;1780;;3049;10935458;
United States;USA;1780;;;4492807;
United States Virgin Islands;VIR;1780;;;14224;
Uruguay;URY;1780;;;44797;
Uzbekistan;UZB;1780;;;2518408;
Vanuatu;VUT;1780;;;23803;
Venezuela;VEN;1780;;;553280;
Vietnam;VNM;1780;;;5367339;
Western Sahara;ESH;1780;;;738;
World;OWID_WRL;1780;;;891049119;
Yemen;YEM;1780;;;2465760;
Zambia;ZMB;1780;;;418846;
Zimbabwe;ZWE;1780;;;471520;
France;FRA;1781;;1728;;
Italy;ITA;1781;;2588,270508;;
Mexico;MEX;1781;;1423;;
Netherlands;NLD;1781;;4108,734375;;
Peru;PER;1781;;1034;;
Poland;POL;1781;;1003;;
Portugal;PRT;1781;;1968,898071;;
South Africa;ZAF;1781;;1248;;
Sweden;SWE;1781;37,76;1481;;
United Kingdom;GBR;1781;;3102;;
France;FRA;1782;;1728;;
Italy;ITA;1782;;2549,868896;;
Mexico;MEX;1782;;1406;;
Netherlands;NLD;1782;;4336,898438;;
Peru;PER;1782;;1052;;
Poland;POL;1782;;1001;;
Portugal;PRT;1782;;1955,428955;;
South Africa;ZAF;1782;;1487;;
Sweden;SWE;1782;36,61;1525;;
United Kingdom;GBR;1782;;3048;;
France;FRA;1783;;1779;;
Italy;ITA;1783;;2519,147461;;
Mexico;MEX;1783;;1352;;
Netherlands;NLD;1783;;4195,187012;;
Peru;PER;1783;;1133;;
Poland;POL;1783;;991;;
Portugal;PRT;1783;;1943,805054;;
South Africa;ZAF;1783;;1573;;
Sweden;SWE;1783;33,68;1457;;
United Kingdom;GBR;1783;35,81;3027;;
France;FRA;1784;;1795;;
Italy;ITA;1784;;2511,467285;;
Mexico;MEX;1784;;1312;;
Netherlands;NLD;1784;;4213,012695;;
Peru;PER;1784;;1132;;
Poland;POL;1784;;979;;
Portugal;PRT;1784;;2109,238037;;
South Africa;ZAF;1784;;1808;;
Sweden;SWE;1784;31,4;1535;;
United Kingdom;GBR;1784;;3009;;
Finland;FIN;1785;33,8;;;
France;FRA;1785;;1779;;
Italy;ITA;1785;;2542,188477;;
Mexico;MEX;1785;;1294;;
Netherlands;NLD;1785;;4169,340332;;
Peru;PER;1785;;1039;;
Poland;POL;1785;;968;;
Portugal;PRT;1785;;2063,010254;;
South Africa;ZAF;1785;;1943;;
Spain;ESP;1785;;1447,469971;;
Sweden;SWE;1785;33,43;1497;;
United Kingdom;GBR;1785;;2962;;
France;FRA;1786;;1761;;
Italy;ITA;1786;;2572,909912;;
Mexico;MEX;1786;;1298;;
Netherlands;NLD;1786;;3768,270996;;
Peru;PER;1786;;1114;;
Poland;POL;1786;;955;;
Portugal;PRT;1786;;2059,224609;;
South Africa;ZAF;1786;;1524;;
Sweden;SWE;1786;37,84;1500;;
United Kingdom;GBR;1786;;2981;;
France;FRA;1787;;1863;;
Italy;ITA;1787;;2503,786865;;
Mexico;MEX;1787;;1302;;
Netherlands;NLD;1787;;3950,980469;;
Peru;PER;1787;;1125;;
Poland;POL;1787;;958;;
Portugal;PRT;1787;;1959,62085;;
South Africa;ZAF;1787;;2122;;
Sweden;SWE;1787;40,22;1549;;
United Kingdom;GBR;1787;;2898;;
France;FRA;1788;;1812;;
Italy;ITA;1788;;2557,549316;;
Mexico;MEX;1788;;1302;;
Netherlands;NLD;1788;;3726,381592;;
Peru;PER;1788;;1277;;
Poland;POL;1788;;964;;
Portugal;PRT;1788;;1998,661987;;
South Africa;ZAF;1788;;1972;;
Sweden;SWE;1788;36,76;1478;;
United Kingdom;GBR;1788;38,97;2861;;
France;FRA;1789;;1779;;
Italy;ITA;1789;;2549,868896;;
Mexico;MEX;1789;;1304;;
Netherlands;NLD;1789;;3876,114014;;
Peru;PER;1789;;1226;;
Poland;POL;1789;;960;;
Portugal;PRT;1789;;1821,728271;;
South Africa;ZAF;1789;;1666;;
Sweden;SWE;1789;31,17;1615;;
United Kingdom;GBR;1789;;2888;;
Afghanistan;AFG;1790;;;3066156;
Albania;ALB;1790;;;402750;
Algeria;DZA;1790;;;2454244;
American Samoa;ASM;1790;;;2854;
Andorra;AND;1790;;;2727;
Angola;AGO;1790;;;1223722;
Anguilla;AIA;1790;;;2476;
Antigua and Barbuda;ATG;1790;;;21640;
Argentina;ARG;1790;;;300002;
Armenia;ARM;1790;;;489813;
Aruba;ABW;1790;;;2037;
Australia;AUS;1790;;;250502;
Austria;AUT;1790;;;3045800;
Azerbaijan;AZE;1790;;;804645;
Bahamas;BHS;1790;;;11696;
Bahrain;BHR;1790;;;41459;
Bangladesh;BGD;1790;;;18534452;
Barbados;BRB;1790;;;80000;
Belarus;BLR;1790;;;2151928;
Belgium;BEL;1790;;;3241550;
Belize;BLZ;1790;;;16651;
Benin;BEN;1790;;;1448336;
Bhutan;BTN;1790;;;31623;
Bolivia;BOL;1790;;;948135;
Bosnia and Herzegovina;BIH;1790;;;642237;
Botswana;BWA;1790;;;116820;
Brazil;BRA;1790;;;2349320;
Brunei;BRN;1790;;;12488;
Bulgaria;BGR;1790;;;1875070;
Burkina Faso;BFA;1790;;;1857218;
Burundi;BDI;1790;;;886066;
Cambodia;KHM;1790;;;2025001;
Cameroon;CMR;1790;;;1956860;
Canada;CAN;1790;;;816556;
Cape Verde;CPV;1790;;;40602;
Central African Republic;CAF;1790;;;360457;
Chad;TCD;1790;;;1238087;
Chile;CHL;1790;;;760564;
China;CHN;1790;;955;298722912;
Colombia;COL;1790;;;1302362;
Comoros;COM;1790;;;51837;
Congo;COG;1790;;;367637;
Costa Rica;CRI;1790;;;46212;
Cote d'Ivoire;CIV;1790;;;1380008;
Croatia;HRV;1790;;;929172;
Cuba;CUB;1790;;;385525;
Cyprus;CYP;1790;;;110000;
Czechia;CZE;1790;;;4045917;
Democratic Republic of Congo;COD;1790;;;7096513;
Denmark;DNK;1790;;;980000;
Djibouti;DJI;1790;;;26592;
Dominica;DMA;1790;;;8524;
Dominican Republic;DOM;1790;;;147355;
Ecuador;ECU;1790;;;499833;
Egypt;EGY;1790;;;3599998;
El Salvador;SLV;1790;;;178520;
Equatorial Guinea;GNQ;1790;;;131620;
Eritrea;ERI;1790;;;178551;
Estonia;EST;1790;;;277754;
Eswatini;SWZ;1790;;;47091;
Ethiopia;ETH;1790;;;2817055;
Faeroe Islands;FRO;1790;;;1269;
Falkland Islands;FLK;1790;;;1372;
Fiji;FJI;1790;;;99703;
Finland;FIN;1790;;;894145;
France;FRA;1790;;;27300924;
French Guiana;GUF;1790;;;4721;
Gabon;GAB;1790;;;213465;
Gambia;GMB;1790;;;1739;
Georgia;GEO;1790;;;960039;
Germany;DEU;1790;;;21876482;
Ghana;GHA;1790;;;2445040;
Greece;GRC;1790;;;2109000;
Greenland;GRL;1790;;;3493;
Grenada;GRD;1790;;;43775;
Guadeloupe;GLP;1790;;;116198;
Guatemala;GTM;1790;;;619618;
Guinea;GIN;1790;;;1285590;
Guinea-Bissau;GNB;1790;;;124119;
Guyana;GUY;1790;;;151630;
Haiti;HTI;1790;;;370176;
Honduras;HND;1790;;;120887;
Hong Kong;HKG;1790;;;17694;
Hungary;HUN;1790;;;2957162;
Iceland;ISL;1790;;;59428;
India;IND;1790;;;197990368;
Indonesia;IDN;1790;;;11999995;
Iran;IRN;1790;;;6160945;
Iraq;IRQ;1790;;;1001523;
Ireland;IRL;1790;;;4800000;
Israel;ISR;1790;;;564837;
Italy;ITA;1790;;2426,983643;18231400;
Jamaica;JAM;1790;;;286753;
Japan;JPN;1790;;;28200000;
Jordan;JOR;1790;;;71785;
Kazakhstan;KAZ;1790;;;1572751;
Kenya;KEN;1790;;;2280122;
Kuwait;KWT;1790;;;129634;
Kyrgyzstan;KGZ;1790;;;732574;
Laos;LAO;1790;;;690000;
Latvia;LVA;1790;;;381557;
Lebanon;LBN;1790;;;352321;
Lesotho;LSO;1790;;;111118;
Liberia;LBR;1790;;;367926;
Libya;LBY;1790;;;490500;
Liechtenstein;LIE;1790;;;9174;
Lithuania;LTU;1790;;;444832;
Luxembourg;LUX;1790;;;106163;
Madagascar;MDG;1790;;;1165943;
Malawi;MWI;1790;;;507942;
Malaysia;MYS;1790;;;779398;
Mali;MLI;1790;;;1632983;
Malta;MLT;1790;;;96000;
Martinique;MTQ;1790;;;89935;
Mauritania;MRT;1790;;;370545;
Mauritius;MUS;1790;;;15434;
Mayotte;MYT;1790;;;52;
Mexico;MEX;1790;;1298;7021169;
Moldova;MDA;1790;;;650442;
Mongolia;MNG;1790;;;612829;
Montserrat;MSR;1790;;;8208;
Morocco;MAR;1790;;;2454252;
Mozambique;MOZ;1790;;;1947002;
Myanmar;MMR;1790;;;5900009;
Namibia;NAM;1790;;;226856;
Nepal;NPL;1790;;;3660750;
Netherlands;NLD;1790;;4198,752441;2294000;
Netherlands Antilles;ANT;1790;;;15763;
New Caledonia;NCL;1790;;;34054;
New Zealand;NZL;1790;;;173374;
Nicaragua;NIC;1790;;;151224;
Niger;NER;1790;;;1208426;
Nigeria;NGA;1790;;;19546436;
North Korea;PRK;1790;;;3725295;
North Macedonia;MKD;1790;;;291402;
Norway;NOR;1790;;;824732;
Oman;OMN;1790;;;305999;
Pakistan;PAK;1790;;;16149458;
Panama;PAN;1790;;;78084;
Papua New Guinea;PNG;1790;;;1364582;
Paraguay;PRY;1790;;;290000;
Peru;PER;1790;;1149;1360652;
Philippines;PHL;1790;;;1944059;
Poland;POL;1790;;942;9069667;
Portugal;PRT;1790;;1747,59021;2886310;
Puerto Rico;PRI;1790;;;112095;
Qatar;QAT;1790;;;12429;
Reunion;REU;1790;;;49800;
Romania;ROU;1790;;;5194496;
Russia;RUS;1790;;;23509064;
Rwanda;RWA;1790;;;811345;
Saint Kitts and Nevis;KNA;1790;;;17438;
Saint Lucia;LCA;1790;;;3109;
Saint Pierre and Miquelon;SPM;1790;;;3312;
Saint Vincent and the Grenadines;VCT;1790;;;37569;
Samoa;WSM;1790;;;13338;
Sao Tome and Principe;STP;1790;;;14186;
Saudi Arabia;SAU;1790;;;2068252;
Senegal;SEN;1790;;;656506;
Serbia;SRB;1790;;;1648471;
Sierra Leone;SLE;1790;;;20165;
Singapore;SGP;1790;;;13693;
Slovakia;SVK;1790;;;1636293;
Slovenia;SVN;1790;;;355495;
Solomon Islands;SLB;1790;;;24286;
Somalia;SOM;1790;;;968923;
South Africa;ZAF;1790;;1612;713777;
South Korea;KOR;1790;;;7638478;
Spain;ESP;1790;;;11240074;
Sri Lanka;LKA;1790;;;1287246;
Sudan;SDN;1790;;;4970348;
Suriname;SUR;1790;;;37991;
Sweden;SWE;1790;33,55;1602;2188343;
Switzerland;CHE;1790;;;1609899;
Syria;SYR;1790;;;1315252;
Taiwan;TWN;1790;;;1699108;
Tajikistan;TJK;1790;;;644792;
Tanzania;TZA;1790;;;2825574;
Thailand;THA;1790;;;2947367;
Timor;TLS;1790;;;189041;
Togo;TGO;1790;;;551900;
Tonga;TON;1790;;;20806;
Trinidad and Tobago;TTO;1790;;;17777;
Tunisia;TUN;1790;;;923709;
Turkey;TUR;1790;;;9648400;
Turkmenistan;TKM;1790;;;509854;
Turks and Caicos Islands;TCA;1790;;;161;
Uganda;UGA;1790;;;2217021;
Ukraine;UKR;1790;;;7882814;
United Arab Emirates;ARE;1790;;;38738;
United Kingdom;GBR;1790;;3072;11517161;
United States;USA;1790;;;4938626;
United States Virgin Islands;VIR;1790;;;16002;
Uruguay;URY;1790;;;47155;
Uzbekistan;UZB;1790;;;2658320;
Vanuatu;VUT;1790;;;25056;
Venezuela;VEN;1790;;;560280;
Vietnam;VNM;1790;;;5663256;
Western Sahara;ESH;1790;;;740;
World;OWID_WRL;1790;;;931578147;
Yemen;YEM;1790;;;2496976;
Zambia;ZMB;1790;;;430235;
Zimbabwe;ZWE;1790;;;484341;
Italy;ITA;1791;;2473,065674;;
Mexico;MEX;1791;;1331;;
Netherlands;NLD;1791;;4246,880371;;
Peru;PER;1791;;1246;;
Poland;POL;1791;;928;;
Portugal;PRT;1791;;1788,924927;;
South Africa;ZAF;1791;;1627;;
Sweden;SWE;1791;38,4;1661;;
United Kingdom;GBR;1791;;3046;;
Cuba;CUB;1792;;579;;
Italy;ITA;1792;;2488,42627;;
Mexico;MEX;1792;;1353;;
Netherlands;NLD;1792;;4398,395508;;
Peru;PER;1792;;1307;;
Poland;POL;1792;;923;;
Portugal;PRT;1792;;1806,277344;;
South Africa;ZAF;1792;;1387;;
Sweden;SWE;1792;39,78;1576;;
United Kingdom;GBR;1792;;3134;;
Italy;ITA;1793;;2411,623047;;
Mexico;MEX;1793;;1374;;
Netherlands;NLD;1793;;4480,39209;;
Peru;PER;1793;;1270;;
Poland;POL;1793;;921;;
Portugal;PRT;1793;;1811,519165;;
South Africa;ZAF;1793;;1529;;
Sweden;SWE;1793;39,59;1482;;
United Kingdom;GBR;1793;37,92;3051;;
Italy;ITA;1794;;2442,344238;;
Mexico;MEX;1794;;1385;;
Netherlands;NLD;1794;;4665,775391;;
Peru;PER;1794;;1356;;
Poland;POL;1794;;931;;
Portugal;PRT;1794;;1659,097046;;
Sweden;SWE;1794;40,36;1492;;
United Kingdom;GBR;1794;;2925;;
Finland;FIN;1795;37,05;;;
Italy;ITA;1795;;2511,467285;;
Mexico;MEX;1795;;1388;;
Netherlands;NLD;1795;;3846,702393;;
Peru;PER;1795;;1119;;
Poland;POL;1795;;940;;
Portugal;PRT;1795;;1656,613159;;
Spain;ESP;1795;;1518,949951;;
Sweden;SWE;1795;36,5;1506;;
United Kingdom;GBR;1795;;3207;;
Italy;ITA;1796;;2519,147461;;
Mexico;MEX;1796;;1380;;
Netherlands;NLD;1796;;4506,23877;;
Peru;PER;1796;;1036;;
Poland;POL;1796;;953;;
Portugal;PRT;1796;;1744,547241;;
Sweden;SWE;1796;38,82;1589;;
United Kingdom;GBR;1796;;3233;;
Italy;ITA;1797;;2549,868896;;
Mexico;MEX;1797;;1356;;
Netherlands;NLD;1797;;4661,319336;;
Peru;PER;1797;;1054;;
Poland;POL;1797;;958;;
Portugal;PRT;1797;;1711,040771;;
Sweden;SWE;1797;40,31;1492;;
United Kingdom;GBR;1797;;3167;;
Italy;ITA;1798;;2603,631104;;
Mexico;MEX;1798;;1341;;
Netherlands;NLD;1798;;4725,490234;;
Peru;PER;1798;;1057;;
Poland;POL;1798;;937;;
Portugal;PRT;1798;;1558,498657;;
Sweden;SWE;1798;41,29;1431;;
United Kingdom;GBR;1798;38,93;3161;;
Italy;ITA;1799;;2526,827881;;
Mexico;MEX;1799;;1323;;
Netherlands;NLD;1799;;4332,441895;;
Peru;PER;1799;;1060;;
Poland;POL;1799;;925;;
Portugal;PRT;1799;;1551,678345;;
Sweden;SWE;1799;39,29;1417;;
United Kingdom;GBR;1799;;3207;;
Afghanistan;AFG;1800;;;3280000;
Albania;ALB;1800;;;400000;
Algeria;DZA;1800;;;2500000;
American Samoa;ASM;1800;;;3005;
Andorra;AND;1800;;;2654;
Angola;AGO;1800;;;1567028;
Anguilla;AIA;1800;;;2654;
Antigua and Barbuda;ATG;1800;;;37000;
Argentina;ARG;1800;;1484;534000;
Armenia;ARM;1800;;;413326;
Aruba;ABW;1800;;;2204;
Australia;AUS;1800;;;200000;
Austria;AUT;1800;;;3000000;
Azerbaijan;AZE;1800;;;879960;
Bahamas;BHS;1800;;;27350;
Bahrain;BHR;1800;;;64474;
Bangladesh;BGD;1800;;;19191243;
Barbados;BRB;1800;;;81729;
Belarus;BLR;1800;;;2355081;
Belgium;BEL;1800;;;3250000;
Belize;BLZ;1800;;;25526;
Benin;BEN;1800;;;636559;
Bhutan;BTN;1800;;;392287;
Bolivia;BOL;1800;;;887000;
Bosnia and Herzegovina;BIH;1800;;;851806;
Botswana;BWA;1800;;;121000;
Brazil;BRA;1800;;867;2500000;
Brunei;BRN;1800;;;2258;
Bulgaria;BGR;1800;;;2250000;
Burkina Faso;BFA;1800;;;1665421;
Burundi;BDI;1800;;;899097;
Cambodia;KHM;1800;;;2090000;
Cameroon;CMR;1800;;;1860054;
Canada;CAN;1800;;;500000;
Cape Verde;CPV;1800;;;55716;
